video_name,text,Neutral,Anger,Disgust,Fear,Happiness,Sadness,Surprise,Other
000046280___Angry_0000.avi,"The scene is dimly lit, creating a tense atmosphere. The person's face is partially obscured, but their eyes convey a sense of intense focus and determination. Their eyebrows are slightly furrowed, indicating concentration or concern. The mouth is set in a firm line, suggesting they are in a serious or contemplative mood. There is a slight tremor in their jaw, adding to the impression of tension. The overall body posture is upright, with a hint of a slight lean forward, which could imply readiness or anticipation. The environment appears to be indoors, possibly in a dark room, contributing to the somber and focused emotional state of the individual.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000223480___Angry_0000.avi,"The person is lying in bed, wearing a white sweater over a black shirt. Their eyes are wide open, and their mouth is wide open as if they are shouting or screaming. Their eyebrows are raised, and their face is contorted in a distressed expression. The room appears dimly lit, with a glass of beer and a bottle on the nightstand next to them. The overall atmosphere suggests a state of intense distress or anger.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000429620___Angry_0000.avi,"The individual stands in a dimly lit room, their expression shifting subtly. Their eyes widen slightly, indicating surprise or curiosity. The eyebrows raise, suggesting a reaction to something unexpected. The mouth remains closed, but the slight tension in the jaw hints at a mix of surprise and mild concern. The overall body posture is upright, yet there's a hint of slight discomfort or unease. The surroundings, though not clearly visible, seem to contribute to a tense atmosphere, possibly due to the dim lighting and the presence of a guitar in the background. The person's emotional state appears to be a blend of surprise and mild discomfort, possibly due to an unexpected event or realization.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000450454___Angry_0000.avi,"The scene opens with a man in glasses and a black coat walking through a glass door into a well-lit hallway. He appears to be in a hurry, looking around nervously. As he enters, a woman in a brown coat walks past him, her expression neutral but slightly concerned. The man continues walking, his gaze fixed ahead, indicating a mix of anxiety and determination. The hallway is busy with other people, some walking and others standing, creating a sense of urgency and tension. The man's body language suggests he is trying to avoid detection, possibly due to the presence of security personnel nearby.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000505440___Angry_0000.avi,"The individual is standing outdoors in a park-like setting with trees in the background. They are wearing a sleeveless shirt and appear to be engaged in some form of physical activity or exercise. Their facial expression shows intense concentration and effort, with their mouth open wide, possibly shouting or exerting themselves. The person's eyebrows are slightly furrowed, and their eyes are focused forward, indicating a high level of engagement and determination. There is no clear indication of mixed emotions; the overall impression is one of intense focus and effort.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000550480___Angry_0000.avi,"The man in the suit appears to be speaking passionately, his mouth open wide and eyes focused intently on the other man. His hands gesture emphatically, suggesting he is making a strong point or argument. The other man listens attentively, his posture slightly leaned forward, indicating engagement. The background shows a cityscape at night, with lights and buildings visible through a glass window, adding a sense of urgency or importance to their conversation. The overall atmosphere suggests a serious or intense discussion.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0000.avi,"The person is seen through a metal fence, their face partially obscured by the bars. Their eyes are wide open, conveying a sense of surprise or shock. The eyebrows are slightly raised, and the mouth is set in a neutral expression, suggesting a mix of fear and curiosity. The overall body posture is tense, indicating a state of alertness or concern. The environment appears to be dimly lit, adding to the tension and mystery of the scene.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0001.avi,"The person is seen through a metal grate, their face partially obscured by the bars. Their expression is neutral, with a slight hint of curiosity or concern. The lighting is dim, casting shadows that add to the tense atmosphere. As the camera shifts focus to a table, the person's hand reaches for a deck of cards, suggesting a moment of contemplation or decision-making. The overall mood is one of anticipation or tension, with the person appearing to be in a state of readiness or alertness.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000800760___Angry_0000.avi,"The woman, with her blonde hair neatly styled, appears to be in a dimly lit room, possibly a kitchen or dining area. She is wearing a dark-colored top and has a subtle expression on her face, suggesting a neutral or slightly concerned demeanor. Her eyes are focused forward, and her mouth is closed, indicating she might be listening intently or contemplating something. There are no significant changes in her facial expressions or body posture throughout the sequence, maintaining a consistent neutral or slightly concerned state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000846120___Angry_0000.avi,"The woman stands with her arms crossed, her expression tense and focused, suggesting she is either angry or determined. Her eyes are slightly narrowed, and her mouth is set in a firm line, indicating a strong emotional state. The man, facing her, appears to be in a defensive stance, his hands clasped together in front of him, which could imply he is trying to calm the situation or assert control. The setting seems to be a dimly lit room, possibly a kitchen, adding to the intensity of their interaction. The overall atmosphere suggests a moment of confrontation or disagreement between the two individuals.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000947327___Angry_0000.avi,"The man in the suit appears to be engaged in a serious conversation, his facial expression showing a mix of anger and determination. His eyebrows are furrowed, and his mouth is set in a firm line, indicating that he is expressing strong emotions. He maintains eye contact with the other person, suggesting that he is actively participating in the discussion. The background shows a busy office setting, which adds to the intensity of the situation. The overall atmosphere suggests that the man is feeling angry or frustrated.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
001419640___Angry_0000.avi,"The individual appears to be in a tense and distressed state, with their mouth open wide, showing signs of distress or pain. Their eyes are tightly shut, and their eyebrows are furrowed, indicating a strong emotional reaction. The person's body is slightly hunched forward, suggesting a sense of vulnerability or discomfort. The background shows a dimly lit room with wooden elements, adding to the overall atmosphere of tension and unease. The person's facial expressions and body language suggest a mix of fear and anger, possibly indicating that they are experiencing a moment of intense emotional turmoil.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
001454480___Angry_0000.avi,"The individual stands in a dimly lit room, leaning against a wall. Their facial expression is tense, with furrowed brows and a slightly open mouth, suggesting a mix of anger and frustration. The person's eyes are wide, indicating surprise or shock. Their body posture is rigid, with shoulders squared and head tilted slightly downward, reinforcing the sense of tension and discomfort. The overall atmosphere suggests a moment of intense emotion, possibly anger or frustration, with a hint of surprise or shock.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
001549894___Angry_0000.avi,"The person appears to be in a dimly lit room, possibly a cabin or a small house, with wooden walls and a hanging light bulb providing some illumination. They are wearing a white blouse with a floral pattern and have their hair styled in curls. Their facial expression is one of surprise or shock, with wide eyes and slightly open mouth. The person's eyebrows are raised, and there is a sense of urgency or concern in their gaze. There is no clear indication of mixed emotions, but the overall impression suggests a moment of sudden realization or alarm.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
001809774___Angry_0000.avi,"The scene depicts three individuals walking down a dimly lit hallway. The central figure, a man wearing a fur-lined coat and hat, appears to be leading the group. His expression is neutral, with his eyes focused straight ahead. The man on the left has long hair and is dressed in a dark outfit, while the woman on the right wears a white coat. The setting suggests a formal or historical environment, possibly a palace or mansion. The overall mood seems calm and composed, with no immediate signs of distress or urgency.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
001940720___Angry_0000.avi,"The scene is dimly lit, creating a tense atmosphere. A person with long hair is being restrained by another individual, who appears to be in a position of authority. The person with long hair has a neutral expression, but their body language suggests they are under duress. The restraining individual's hands are firmly gripping the long-haired person's arms, indicating control and possibly fear. The overall mood is one of tension and discomfort, reflecting a sense of fear and distress.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
001943720___Angry_0000.avi,"The scene opens with a bustling urban setting where people are walking down a street. A man in a suit and tie appears, looking around with a neutral expression. As he moves forward, his face becomes more animated, and he begins to shout, his mouth wide open and eyes focused intently. His body language suggests anger or frustration, and his head swivels slightly as he speaks. The background remains consistent with the busy street, but the focus is clearly on the man's intense emotional state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002014840___Angry_0000.avi,"The individual stands in a dimly lit room with a grid pattern on the wall behind them. They wear a dark jacket and a scarf, and their expression shifts from neutral to one of anger. Their eyebrows furrow, and their mouth opens slightly, indicating they might be speaking or reacting to something. The lighting casts shadows on their face, adding to the intensity of their expression.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002137000___Angry_0000.avi,"The man, dressed in a plaid shirt, is seen talking on his phone while walking down a hallway. His facial expression is tense, with furrowed brows and a slightly open mouth, indicating he is engaged in a serious conversation. He appears to be in a hurry, as he moves quickly through the hallway. The setting suggests a school or office environment, adding to the urgency of his actions.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002338014___Angry_0000.avi,"The woman stands in her bedroom, her expression neutral but slightly tense. She shifts her weight from one foot to the other, her hands resting loosely at her sides. As she turns to face another person, her gaze remains steady, indicating a mix of curiosity and mild concern. The room is dimly lit, with a lamp casting a soft glow on the bed and nightstand. The woman's posture suggests she is preparing for something, possibly a conversation or an activity that requires her attention.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002338014___Angry_0001.avi,"The scene takes place in a dimly lit bedroom where two individuals are standing near a bed. One person, wearing a white tank top, is holding a piece of paper and appears to be explaining something to the other person, who is also dressed in a white tank top. The room has a cozy ambiance with a lamp on a nightstand casting a warm glow. The person holding the paper seems to be engaged in conversation, possibly discussing something important or sharing information. The overall mood suggests a serious or focused interaction between the two individuals.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002338414___Angry_0000.avi,"The person, with long hair and glasses, appears to be in a dimly lit room, possibly a dungeon or a dark chamber. Their expression is one of intense surprise or shock, with wide eyes and a slightly open mouth. The lighting casts shadows across their face, adding to the dramatic effect. Their eyebrows are raised high, and their head tilts slightly to the side, indicating a sudden realization or reaction to something unexpected. The overall atmosphere suggests a moment of heightened emotion, likely fear or surprise.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002350040___Angry_0000.avi,"The individual, dressed in a yellow shirt, appears to be in a dimly lit room, possibly a laboratory or a control room. Their expression is tense and focused, with their eyes slightly narrowed and eyebrows furrowed, suggesting a sense of concentration or concern. The lighting casts shadows on their face, adding to the intensity of the moment. There is no clear indication of sudden movement or change in their posture, indicating that they might be deeply engrossed in whatever task or conversation they are engaged in. The overall atmosphere suggests a serious or contemplative mood.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002421200___Angry_0000.avi,"The elderly man, wearing a green jacket and yellow-tinted sunglasses, appears to be in a neutral state. His facial expression is calm, with his eyes slightly narrowed and his mouth closed. He seems to be looking off into the distance, possibly observing something in the background. There are other people around him, but they are out of focus, suggesting that he is the main subject of the video. The setting appears to be outdoors, with a building visible in the background. The overall atmosphere is serene and contemplative.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002453040___Angry_0000.avi,"The individual, wearing a cap, appears to be in a dimly lit room, possibly a garage or workshop. Their facial expression shifts from neutral to one of surprise or shock, with wide eyes and an open mouth, suggesting they have just seen something unexpected. The person's eyebrows are raised, and their head tilts slightly, indicating a moment of realization or realization. The overall tone suggests a mix of surprise and possibly fear or concern.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002453040___Angry_0001.avi,"The individual appears to be in a dimly lit room, possibly indoors, with some indistinct objects in the background. Their facial expression is tense, with furrowed brows and a slightly open mouth, suggesting a state of distress or concern. The person's eyes are wide open, indicating surprise or shock. There is no clear indication of movement or gesture, but the overall demeanor suggests a mix of fear and surprise.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002547360___Angry_0000.avi,"The individual appears to be in a tense situation, possibly experiencing fear or surprise. Their eyes are wide open, and their mouth is slightly agape, indicating a strong emotional reaction. The person's eyebrows are raised, suggesting surprise or shock. There is a sense of urgency in their body posture and head movements, which could imply fear or anxiety. The overall scene suggests that the person is reacting to something unexpected or alarming.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002613894___Angry_0000.avi,"The elderly individual, dressed in a dark jacket, stands in a dimly lit room, their expression serious and contemplative. Their eyes, large and round, convey a sense of deep thought or concern. The person's eyebrows are slightly furrowed, and their mouth is set in a neutral line, suggesting a mix of sadness and determination. There is a slight tremor in their hands, indicating nervousness or anxiety. The overall atmosphere is somber, reflecting a mix of sadness and determination.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002639600___Angry_0000.avi,"The individual has long blonde hair and is wearing a colorful jacket. They appear to be in a store setting with shelves and products in the background. Their facial expression shows surprise, with wide eyes and an open mouth, suggesting they are reacting to something unexpected. The person's eyebrows are raised, and their head is slightly tilted, indicating a moment of shock or amazement. There is no clear indication of mixed emotions, so the primary emotion is Surprise.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002757160___Angry_0000.avi,"The woman has a neutral expression initially, her eyes slightly narrowed and her lips closed. As she speaks, her eyebrows raise slightly, indicating surprise or concern. Her mouth opens wider, showing her teeth, which suggests she is speaking emphatically. Her head tilts slightly to the side, and her eyes widen further, emphasizing her surprise or concern. The background is blurred, focusing attention on her facial expressions.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002921240___Angry_0000.avi,"The individual appears to be in a dimly lit room, possibly a bathroom, given the presence of a shower curtain with cartoon characters. Their facial expression is tense, with furrowed brows and a slightly open mouth, suggesting they might be in a state of distress or frustration. The person's eyes are focused intently on something off-camera, indicating concentration or concern. There is no clear indication of a significant change in their emotional state throughout the sequence, maintaining a neutral to slightly negative tone.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003021680___Angry_0000.avi,"The person is seated inside a vehicle, illuminated by dim lighting that casts shadows across their face. Their facial expression is one of surprise, with wide eyes and slightly raised eyebrows. The mouth is open, suggesting they might be speaking or reacting to something unexpected. The person's body posture is upright, indicating attentiveness to whatever has caught their attention. There are no clear signs of other emotions such as sadness, anger, or disgust. The overall impression is one of surprise, possibly due to an event or conversation happening outside the frame.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003042640___Angry_0000.avi,"The individual, clad in a yellow jacket and helmet, stands in a dimly lit environment, possibly at night. Their expression is intense, with furrowed brows and a slightly open mouth, suggesting a sense of urgency or determination. They hold a red flag aloft, which they wave vigorously, indicating a strong emotional state, likely anger or frustration. The person's body language is tense, with their arms raised and hands gripping the flag tightly. The overall atmosphere conveys a mix of fear and determination, potentially reflecting a situation requiring immediate action or confrontation.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003050760___Angry_0000.avi,"The individual is seated in a dimly lit room, with a wooden chair and a dark curtain in the background. They are wearing a green shirt and have short, light brown hair. Their facial expression is one of intense joy, with wide eyes and a broad smile. They are clenching their fists and raising them slightly, suggesting they are either cheering or celebrating something. The overall atmosphere appears to be one of happiness and excitement.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003108520___Angry_0000.avi,"The individual is seated indoors, possibly in a living room or study, with a warm, dimly lit ambiance. They are wearing a blue shirt and have light brown hair. Their facial expression shifts from neutral to slightly surprised, with their eyebrows raised and eyes widening. They appear to be engaged in a conversation or reacting to something off-camera. Their hand gestures suggest they are explaining or emphasizing a point. The overall atmosphere seems casual and relaxed, but the individual's facial expressions indicate a mix of surprise and engagement.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003124480___Angry_0000.avi,"The scene is dimly lit, creating a tense atmosphere. A man in a black leather jacket and a blue shirt sits in a dark room, his face illuminated by a faint light source. He appears to be engaged in a conversation, his mouth moving as he speaks. His eyebrows are slightly furrowed, suggesting concentration or concern. His eyes are focused on someone off-camera, indicating that he is actively listening or responding to a question. The overall mood seems neutral, but there is a hint of seriousness in his demeanor.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003210247___Angry_0000.avi,"The two individuals are engaged in a conversation in a dimly lit room adorned with framed pictures on the wall. One person, dressed in a dark suit, appears to be speaking earnestly, gesturing with his hands. His facial expression suggests he is conveying important information, possibly with a hint of urgency or concern. The other individual, wearing a brown jacket, listens attentively, nodding slightly and maintaining eye contact, indicating engagement and interest in the discussion. The setting and their body language suggest a serious and focused interaction.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003319680___Angry_0000.avi,"The scene is dimly lit, creating a tense atmosphere. A person with a neutral expression looks ahead, their eyes slightly narrowed, suggesting a sense of alertness or concern. Their body is slightly turned, indicating they might be listening intently or preparing for something. The overall mood is one of neutrality, but there's a hint of underlying tension that could indicate fear or anticipation.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003345000___Angry_0000.avi,"The man in a suit appears to be in a conversation with a woman, gesturing animatedly with his hands. His facial expression suggests he is speaking with enthusiasm or emphasis. The woman listens attentively, her posture slightly turned towards him. As they walk away together, the man continues to gesture, indicating a lively discussion. The setting seems urban, with signs and buildings lining the street, suggesting a busy city environment. The overall mood appears neutral, with both individuals engaged in their conversation.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003415240___Angry_0000.avi,"The scene shows two individuals engaged in a conversation outdoors. One person, dressed in a suit, appears to be explaining something to the other, who is seated against a fence. The seated individual has curly hair and is wearing a dark jacket. The standing person gestures with their hand, possibly emphasizing a point. The background features trees and foliage, suggesting a park or garden setting. The overall atmosphere seems calm but focused, indicating a serious discussion.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003446574___Angry_0000.avi,"The scene depicts a tense interaction between two individuals in a grand, possibly historical setting with stone columns in the background. One individual, dressed in a brown coat and white shirt, appears to be speaking passionately, gesturing with his right hand raised. His facial expression shows intense anger, with furrowed brows and a slightly open mouth, indicating he is making a strong point or argument. The other individual, wearing a red cloak, listens intently but remains mostly still, suggesting they are either listening or preparing to respond. The overall atmosphere is charged with tension and conflict.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003453680___Angry_0000.avi,"The person stands in a grassy field with trees in the background, wearing a blue coat with a white collar. Their facial expression is neutral, with a slight hint of seriousness. They maintain steady eye contact with the camera, suggesting a calm and composed demeanor. There are no significant changes in their posture or gestures throughout the scene, indicating a neutral emotional state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003618000___Angry_0000.avi,"The elderly man stands on a boat, holding a fishing rod with a fish attached to it. His facial expression is neutral, with a slight frown, suggesting he might be concentrating on his fishing activity. His body posture is upright, indicating he is focused on his task. There are no significant changes in his demeanor throughout the sequence, maintaining a neutral and calm emotional state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003805880___Angry_0000.avi,"The elderly man, seated in a chair, holds a can of beer, his expression tense and focused. His eyebrows are furrowed, and his mouth is set in a firm line, indicating a sense of seriousness or concern. The woman, standing opposite him, appears to be engaged in a conversation, her body slightly turned towards him, suggesting attentiveness. The room has a dimly lit ambiance, with a window in the background allowing some natural light to filter through, creating a somber atmosphere that complements the man's serious demeanor.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003858520___Angry_0000.avi,"The person inside the car appears to be in a state of anger, as indicated by their clenched fist and intense gaze directed towards the camera. Their eyebrows are furrowed, and their mouth is slightly open, suggesting they might be shouting or expressing frustration. The background shows a suburban street with houses and trees, but the focus remains on the person's emotional state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003921207___Angry_0000.avi,"The scene depicts a casual indoor setting with a man seated at a table, engaged in conversation with another individual whose back is facing the camera. The man appears relaxed, with his hands resting on the table, suggesting a neutral or calm demeanor. The environment includes various items such as books, a map, and a vase, contributing to a cozy atmosphere. The man's posture and the overall setting suggest a neutral emotional state, possibly indicating a casual or conversational interaction.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
