video_name,text,Neutral,Anger,Disgust,Fear,Happiness,Sadness,Surprise,Other
000046280___Angry_0000.avi,"The scene is dark and intense, with a close-up of a person's face. The individual has long hair and is wearing a suit, suggesting a formal or professional setting. Their expression is tense and focused, with furrowed brows and a slightly open mouth, indicating they might be in the middle of a serious conversation or confrontation. The lighting is low, adding to the dramatic and intense atmosphere. There are blurred figures in the background, which could imply that the person is surrounded by others, possibly in a tense or confrontational situation. The overall mood is one of seriousness and intensity, with the person appearing to be deeply engaged in whatever is happening around them.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000223480___Angry_0000.avi,"The person is lying in bed, wearing a white sweater over a black turtleneck. Their eyes are closed, and their mouth is open wide, showing teeth, suggesting they are either yawning or screaming. The room appears dimly lit, creating a somber atmosphere. On the nightstand next to the bed, there is a glass of beer and a bottle of beer, indicating a relaxed or possibly intoxicated state. The overall scene suggests a moment of distress or frustration, with the person's body language conveying a sense of urgency or pain.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000429620___Angry_0000.avi,"The person appears to be in a neutral emotional state, with their facial expression showing a slight hint of surprise or confusion. Their eyes are wide open, and their eyebrows are slightly raised, indicating they might have just noticed something unexpected. The person's mouth is slightly open, suggesting they are either about to speak or reacting to something. There are no significant changes in their body posture or gestures, and the overall scene does not provide additional context that would indicate a shift in their emotional state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000450454___Angry_0000.avi,"The scene depicts a man and a woman walking through a modern office hallway. The man, wearing glasses and a dark jacket, appears to be in a hurry, looking around nervously. His body language suggests he is trying to avoid being noticed by others. The woman, dressed in a light-colored coat, follows closely behind him, her expression neutral but slightly concerned. The environment is bright and clean, with glass doors and a polished floor, contributing to a professional atmosphere. The man's anxious demeanor and the woman's cautious follow indicate a sense of urgency or tension.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000505440___Angry_0000.avi,"The individual in the video appears to be experiencing intense anger or frustration. Their facial expression is one of clenched teeth and furrowed brows, indicating a strong emotional state. The person's mouth is open wide, suggesting they might be shouting or yelling. Their body posture is tense, with shoulders squared and arms possibly clenched at their sides. The background, though blurred, seems to be an outdoor setting with trees, which could imply a sense of urgency or distress. Overall, the combination of facial expressions, body language, and the setting suggests a high level of emotional intensity, likely anger or frustration.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000550480___Angry_0000.avi,"The scene depicts two men standing outside at night, engaged in a conversation. The man on the left is gesturing with his hands, indicating he is speaking passionately or emphatically. His facial expression shows intensity, with raised eyebrows and a slightly open mouth, suggesting he is expressing strong emotions. The man on the right is facing him, listening attentively, with a neutral or slightly concerned expression. The background is dark, with some lights visible, adding to the serious atmosphere of their interaction. The overall mood appears to be intense and focused, with both individuals deeply engaged in their conversation.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0000.avi,"The person is seen through a metal grate, their face partially obscured by the bars. They wear glasses and have a neutral expression, with their eyes looking straight ahead. Their body posture is upright, and there are no significant gestures or head movements. The dim lighting suggests a tense or serious atmosphere, which could indicate a mix of fear or concern. The overall emotional state appears neutral, with no clear indication of joy, sadness, anger, or surprise.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0001.avi,"The person is seen through a series of metal bars, their face partially obscured by the bars. Their expression is neutral, with a slight hint of curiosity or contemplation. The lighting is dim, creating a somber atmosphere that enhances the sense of mystery or tension. As the camera shifts focus to a close-up of a hand holding a deck of cards, the person's eyes widen slightly, indicating surprise or realization. The hand then moves the cards closer to the camera, revealing a signature on the back of one card. This action suggests a moment of revelation or discovery, adding a layer of intrigue to the scene.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000800760___Angry_0000.avi,"The person appears to be in a dimly lit room, possibly at night, with a serious or contemplative expression. Their eyes are focused, eyebrows slightly furrowed, and their mouth is closed, suggesting they might be deep in thought or listening intently. There is a slight tension in their posture, indicating a sense of concern or seriousness. The overall atmosphere seems somber, reflecting a neutral or slightly negative emotional state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000846120___Angry_0000.avi,"The scene depicts a tense interaction between two individuals in a dimly lit room. The woman, dressed in a dark jacket, stands with her arms crossed, indicating a defensive or confrontational stance. Her facial expression shows concern or worry, with furrowed brows and slightly parted lips. The man, wearing a blue shirt, appears to be speaking or arguing, his body language suggesting he is trying to assert his point. The overall atmosphere is one of tension and conflict, with both individuals displaying signs of distress or frustration.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000947327___Angry_0000.avi,"The man in the suit appears to be engaged in a serious conversation, his facial expression showing a mix of concern and determination. His eyebrows are slightly furrowed, and his mouth is set in a firm line, indicating that he is focused on the dialogue. His gaze is directed towards the other person, suggesting that he is actively listening and responding to their words. The setting seems to be indoors, possibly in an office or a formal environment, which adds to the seriousness of the situation. There are no clear indicators of joy, sadness, anger, fear, disgust, surprise, or neutral emotions in this particular moment.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
001419640___Angry_0000.avi,"The individual appears to be in a state of intense distress or anger. Their facial expression is one of frustration or anger, with furrowed brows and a slightly open mouth, suggesting they might be shouting or yelling. The body posture is tense, with shoulders back and arms crossed, indicating a defensive or agitated stance. The overall demeanor suggests a strong emotional reaction, possibly to a perceived threat or challenge.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
