video_name,text,Neutral,Anger,Disgust,Fear,Happiness,Sadness,Surprise,Other
000046280___Angry_0000.avi,"The dimly lit room casts a somber mood, hinting at tension or unease. The individual's eyes are wide, and their eyebrows are slightly furrowed, suggesting concern or worry. The mouth is slightly open, indicating that they might be speaking or reacting to something. There is a sense of anticipation or fear in their gaze, which could imply that they are facing a challenging situation. The overall atmosphere is dark and foreboding, enhancing the feeling of anxiety. The individual's expression remains consistent throughout the frames, reflecting a sustained state of fear or worry. Fear.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000223480___Angry_0000.avi,"The dimly lit room suggests a private and possibly tense atmosphere, with a bottle of wine and a glass on the bedside table hinting at recent consumption. The person's wide-open mouth and furrowed brows indicate a strong emotional reaction, likely surprise or shock. Their eyes are tightly closed, and their head is tilted back, suggesting a sudden and intense experience. As the scene progresses, there is a noticeable shift in their expression; the mouth closes slightly, and the brows relax, indicating a transition from surprise to a more neutral or contemplative state. This evolution in facial expressions and body posture reflects a momentary shift from a highly charged emotional state to a calmer one. The overall scene and the person's nonverbal behavior suggest a mix of surprise and a subsequent sense of calmness or reflection. Disgustedly Surprised.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000429620___Angry_0000.avi,"The room appears dimly lit, suggesting a quiet and possibly tense atmosphere. The person stands in a casual pose, wearing a plaid shirt, which might indicate a relaxed yet alert state. Their eyes are wide open, and their eyebrows are slightly raised, hinting at surprise or curiosity. The mouth is slightly agape, further emphasizing a state of surprise. As the camera moves closer, the person's gaze shifts slightly, indicating they are reacting to something off-screen. This movement suggests a mix of surprise and perhaps a bit of fear, as the person seems to be trying to understand or process the unexpected situation. The overall impression is one of being caught off guard, with a hint of fearfulness. .",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000450454___Angry_0000.avi,"The individual stands in a modern office hallway, their body slightly tense, suggesting anticipation or concern. Their eyes widen, eyebrows raise, and mouth opens in a surprised expression, indicating sudden realization or shock. As they turn their head sharply to the right, their gaze follows something off-screen, possibly a startling event or a person approaching. The surrounding environment, with its glass doors and professional decor, adds to the sense of urgency and surprise. This rapid shift in focus and facial expression suggests a moment of unexpected discovery or confrontation, evoking a mix of fear and surprise. The individual's body language, with a slight lean forward and a quick glance back, further emphasizes their alertness and readiness for whatever has caught their attention. Fearfully Surprised.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000505440___Angry_0000.avi,"The individual appears to be outdoors, possibly in a park, with trees and grass in the background, suggesting a calm and natural setting. The person is wearing a sleeveless top, indicating warm weather. Their facial expression shows a mix of surprise and intensity, with wide-open eyes and a slightly agape mouth, suggesting they might have just witnessed something unexpected or startling. The slight tension in their shoulders and the direct gaze towards the camera imply a moment of alertness or reaction to an event. The overall impression is one of surprise, possibly mixed with a hint of fear or urgency. Surprised.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000550480___Angry_0000.avi,"The scene is set in a dimly lit room with a modern, possibly high-tech background featuring vertical lines and glowing elements that suggest a futuristic or corporate setting. The man on the left, dressed in a dark suit and tie, appears to be speaking passionately, gesturing with his hands, which indicates he might be explaining something important or making a point. His facial expression shows a mix of intensity and concern, with furrowed brows and slightly parted lips suggesting he is engaged in a serious conversation. The man on the right, wearing a lighter blue suit, listens attentively, his posture relaxed but attentive. The interaction between them seems to involve a discussion of significant matters, possibly involving some tension or urgency given the man's expressive demeanor. The overall atmosphere hints at a moment of serious communication, possibly involving some level of surprise or revelation, as indicated by the man's animated gestures and the listener's focused attention. This suggests a moment of Angrily Surprised.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0000.avi,"The scene is dimly lit, with Harry Potter peering through a metal grate, his expression tense and focused. His eyes are wide, and his eyebrows are slightly furrowed, indicating a sense of concern or fear. The metal bars create a barrier between him and the viewer, enhancing the feeling of confinement. As he looks around, his gaze shifts subtly, suggesting he is trying to assess his surroundings for any potential threats. There is a hint of worry in his posture, as he leans forward slightly, which further emphasizes his unease. The overall atmosphere is one of suspense and apprehension, with no clear signs of joy, sadness, anger, or disgust. The emotion that best fits this scene is Fear.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0001.avi,"The scene is dimly lit, creating a somber atmosphere that complements the character's serious expression. The individual appears to be behind bars, suggesting confinement or restriction, which might evoke feelings of sadness or fear. Their eyes are wide and focused, indicating alertness or concern. The slight furrow in their brow and the tense posture suggest a sense of worry or apprehension. As the camera moves closer, the glasses on the table become more prominent, hinting at a moment of reflection or contemplation. The overall mood is heavy, with no clear signs of joy or happiness. The character's gaze remains steady, reflecting a deep engagement with whatever is happening outside the frame. This consistent focus could indicate a mix of sadness and fear, as they seem to be observing something significant with a sense of foreboding. Sadly Fearful.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000800760___Angry_0000.avi,"The dimly lit room with wooden paneling suggests a serious or somber atmosphere, which might influence the person's emotional state. The individual's eyes are wide open, and their eyebrows are slightly raised, indicating surprise or concern. The mouth is slightly agape, suggesting they are either speaking or reacting to something unexpected. The head turns slightly to the side, possibly indicating a shift in attention or a reaction to someone off-camera. The overall expression and body language suggest a moment of surprise or mild alarm, but without additional context, it's difficult to determine the exact nature of the emotion. Disgustedly Surprised.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000846120___Angry_0000.avi,"The scene takes place indoors, possibly in a home setting, with a bicycle leaning against the wall and shelves filled with various items in the background. The man and woman are standing close, facing each other, suggesting a moment of interaction. The woman has her arms crossed, which could indicate defensiveness or discomfort. Her mouth is slightly open, and her eyes appear to be wide, hinting at surprise or concern. The man's posture is relaxed but attentive, with his hands clasped together. As the scene progresses, there seems to be a shift in their body language; the woman's expression softens, and she begins to smile, indicating a transition towards a more positive emotional state. The man's gaze remains steady, maintaining connection. This evolving interaction suggests a mix of emotions, possibly Sadly Surprised, as the woman's initial expression of surprise gradually transforms into a more hopeful and connected demeanor.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
