video_name,text,Neutral,Anger,Disgust,Fear,Happiness,Sadness,Surprise,Other
000046280___Angry_0000.avi,"The scene is dimly lit, creating a somber and intense atmosphere that contributes to a sense of seriousness or tension. The individual in focus has a furrowed brow, indicating concentration or concern, while their eyes appear wide and slightly tense, suggesting alertness or apprehension. Their mouth is slightly open, which could imply surprise or a reaction to something unexpected. There is minimal movement, with the head remaining relatively still, reinforcing a focused and possibly anxious emotional state. The overall lack of dynamic gestures or changes in expression suggests a moment of contemplation or confrontation. Given the visual cues, the individual appears to be experiencing a mix of fear and surprise, as indicated by the wide eyes and tense brow. This combination of emotions reflects a heightened state of awareness and potential unease. Fearfully Surprised.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000223480___Angry_0000.avi,"The scene depicts a person lying in bed, partially covered with a blanket, with a visibly distressed expression. The individual's mouth is wide open, suggesting a strong emotional reaction, possibly yelling or crying out. Their eyes appear intense, and their eyebrows are raised, indicating heightened emotion. The body posture is tense, with the shoulders slightly hunched, reinforcing the sense of distress. The surrounding environment includes a bedside table with a bottle and glass, hinting at a personal or intimate setting that might contribute to the emotional intensity. The overall atmosphere, combined with the person's facial expressions and body language, strongly suggests an emotional state of Anger or Fear, with the open mouth and intense gaze pointing towards a moment of heightened emotional release or confrontation.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000429620___Angry_0000.avi,"The scene appears to be set indoors, possibly in a cozy room with warm lighting, which could suggest a neutral or slightly comforting environment. The individual, wearing glasses and a plaid shirt, exhibits a neutral expression with their eyes looking directly ahead, indicating attentiveness but without strong emotional cues. Their eyebrows are relaxed, and their mouth is closed in a neutral position, suggesting a calm or composed state. There are no significant body movements or gestures that convey strong emotion, reinforcing the impression of neutrality. The overall lack of dynamic changes in facial expressions or posture suggests a steady emotional state throughout the frames. Neutral.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000450454___Angry_0000.avi,"The scene depicts a man standing in what appears to be a professional setting, such as an office hallway, with other individuals in the background. The environment suggests a formal atmosphere, which could contribute to the tension or seriousness of the situation. The man has a bald head, wears glasses, and is dressed in dark clothing, indicating a composed yet potentially intense demeanor. His facial expression shows wide eyes and slightly raised eyebrows, suggesting surprise or alertness. His mouth is open, possibly mid-speech or reacting to something unexpected. His body posture is upright, and his hand gestures toward the camera, indicating engagement or emphasis on a point. This combination of facial expressions and gestures suggests a moment of heightened attention or reaction, leaning towards a state of surprise. The overall context and visual cues indicate that the man is experiencing a mix of surprise and potential concern, reflecting a Fearfully Surprised emotional state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000505440___Angry_0000.avi,"The scene depicts a man outdoors in a park-like setting with trees and open space in the background, which suggests a calm yet possibly challenging environment. His facial expression shows his mouth wide open, indicating exertion or vocalization, while his eyes appear focused upward, suggesting concentration or reaction to something off-camera. His body posture is upright, and there is no significant movement, implying he might be engaged in physical activity or reacting to an event. The overall intensity of his expression, combined with the open mouth and upward gaze, leans toward an emotion of Anger, as it conveys a sense of strong emotional release or frustration. The lack of other clear indicators like fear or surprise keeps the focus on this primary emotional state. Anger.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000550480___Angry_0000.avi,"The scene depicts two individuals engaged in a conversation, with one person gesturing emphatically while speaking. The setting appears to be an outdoor area at night, possibly a rooftop or balcony, with city lights and structures faintly visible in the background, creating a somewhat formal yet tense atmosphere. The individual who is speaking has a serious expression, with furrowed brows and a slightly open mouth, suggesting they are conveying important or intense information. Their hand gestures are dynamic, indicating emphasis and engagement, which could imply a sense of urgency or conviction. The other individual, facing them, maintains a neutral stance, suggesting attentiveness but without overt emotional display. Based on the speaker's facial expressions and gestures, their emotional state seems to lean toward Anger or a strong form of assertiveness, as indicated by the intensity of their delivery and body language. The overall tone of the interaction suggests a serious or confrontational dialogue rather than a lighthearted exchange.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0000.avi,"The scene shows a person partially obscured by a grid-like structure, suggesting confinement or separation, which could evoke feelings of restriction or vulnerability. The individual's facial expression appears neutral, with a direct gaze that conveys attentiveness or curiosity. There are no significant changes in facial features such as raised eyebrows or a tense mouth, indicating a steady emotional state. The body posture is upright but not rigid, suggesting calmness rather than distress. The overall environment, with its dark tones and limited visibility, adds a sense of mystery or tension, yet the person's demeanor remains composed. Given the lack of overt emotional cues, the most fitting description would be Neutral.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0001.avi,"The scene depicts a person partially obscured by a grid-like structure, suggesting confinement or separation. The individual appears to be wearing glasses and has a neutral expression, with their eyes focused directly ahead, indicating attentiveness or curiosity. The background includes dim lighting and objects like a glass and a book titled ""Which Owl?"", hinting at a contemplative or introspective setting. The person's posture is upright but still, conveying a sense of calm observation rather than active engagement. Over time, there is minimal change in their facial expression or body language, maintaining a consistent demeanor that leans toward neutrality. The overall atmosphere, combined with the person's steady gaze and lack of dynamic movement, suggests a state of quiet reflection or mild anticipation. Neutral.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000800760___Angry_0000.avi,"The scene appears dimly lit, suggesting a somber or intimate setting that could influence the individual's emotional state. The person has a neutral expression, with relaxed eyebrows and a slightly open mouth, indicating a calm or reflective mood. There is minimal movement in their facial features or body posture, which suggests a composed or steady emotional state. The lack of pronounced gestures or head movements reinforces this sense of neutrality. Given the subdued lighting and the person's calm demeanor, the overall emotional state seems to align with a neutral or contemplative feeling. Neutral.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000846120___Angry_0000.avi,"The scene depicts two individuals in a dimly lit room, suggesting a private or intimate setting that could influence their emotional states. The woman appears to have a slightly tense body posture, with her arms crossed and hands clasped together, indicating a sense of unease or apprehension. Her facial expression shows subtle signs of sadness, with her eyes looking downward and her mouth set in a neutral but somewhat somber position. The man stands facing her, his body leaning slightly forward, which might suggest engagement or concern. His hand is gently placed on her arm, a gesture that could imply comfort or reassurance. The overall atmosphere, combined with the woman's body language and facial cues, suggests a moment of emotional vulnerability or reflection. The subdued lighting and enclosed space further amplify the sense of intimacy and seriousness. Based on these observations, the primary emotion reflected here is Sadness.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
