video_name,text,Neutral,Anger,Disgust,Fear,Happiness,Sadness,Surprise,Other
000046280___Angry_0000.avi,"The scene is dimly lit, creating a somber and intense atmosphere that amplifies the emotional weight of the moment. The individual's facial expression conveys a complex mix of emotions, primarily centered around fear and tension. Their eyes are wide open, with pupils dilated, suggesting heightened alertness or anxiety. The eyebrows are slightly furrowed, adding to the sense of concern or unease. The mouth is partially open, indicating a state of surprise or shock, possibly reacting to an unexpected event or threat. There is minimal movement of the head or body, which suggests a frozen or startled reaction rather than active engagement. The overall stillness and intensity of their expression, combined with the dark background, reinforce a strong sense of fear and vulnerability. This emotional state appears consistent throughout the frames, with no significant transition observed, maintaining a tense and unsettling mood.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000223480___Angry_0000.avi,"The scene depicts a dimly lit bedroom with a somber atmosphere, accentuated by the presence of a bottle and glass on a bedside table, suggesting recent alcohol consumption, which could imply distress or coping behavior. The individual lies in bed, partially covered by a blanket, with their mouth wide open in a manner that conveys intense emotion. Their facial expression shows furrowed brows, wide eyes, and a tense jaw, indicating a strong emotional reaction such as fear, anger, or surprise. The body posture is rigid, with minimal movement, reinforcing the intensity of the moment. The overall setting and the person's nonverbal cues suggest a heightened emotional state, likely dominated by fear or anger, with potential elements of distress or frustration. The lack of other contextual clues keeps the interpretation somewhat ambiguous but strongly leans toward negative emotions due to the visual cues presented.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000429620___Angry_0000.avi,"The scene depicts a dimly lit indoor setting, likely a cozy yet somewhat somber room, which contributes to a subdued atmosphere. The individual, wearing glasses and a plaid shirt, appears to be in a reflective or slightly apprehensive state. Their facial expression shows wide eyes and a neutral mouth, suggesting a mix of curiosity or mild surprise, possibly tinged with uncertainty. There is minimal body movement, indicating a focused or contemplative demeanor. The overall environment, combined with the individual's steady gaze and lack of pronounced gestures, suggests a moment of quiet introspection or cautious observation, leaning toward a neutral or subtly apprehensive emotional state.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000450454___Angry_0000.avi,"The scene appears to take place in a professional setting, likely an office or hospital hallway, indicated by the glass doors, signage, and formal attire of the individuals. The man in focus exhibits a neutral yet slightly tense demeanor, with his eyebrows slightly raised and his mouth closed in a neutral position. His direct gaze suggests attentiveness or mild concern, while his body posture remains upright but not rigid, indicating a controlled emotional state. The background shows other individuals engaged in their activities, which could imply a sense of routine or urgency. Overall, the man's expression and posture suggest a mix of calmness and subtle apprehension, possibly reflecting a situation that requires careful attention or decision-making. The environment does not strongly amplify any particular emotion but maintains a neutral tone consistent with the individual's demeanor.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000505440___Angry_0000.avi,"The scene depicts a man outdoors in a park-like setting with trees and open space in the background, suggesting a natural and possibly calming environment. However, his emotional state appears intense and charged. His facial expression shows a wide-open mouth, likely indicating yelling or shouting, with furrowed brows and a tense jawline, signaling strong emotional arousal. His body posture is upright but rigid, and there is no significant movement, which could imply focus or determination. The overall visual cues suggest a dominant presence of anger or frustration, as the intensity of his expression and lack of relaxation in his posture point toward a heightened emotional state. There are no clear signs of joy, sadness, fear, disgust, or surprise, making anger the most prominent emotion displayed in this moment. The outdoor setting contrasts with the intensity of his expression, potentially highlighting the internal conflict or stress he is experiencing.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000550480___Angry_0000.avi,"The scene appears to take place in a dimly lit, possibly urban setting at night, with blurred city lights and structures in the background, creating a somewhat tense or serious atmosphere. The individual in focus, dressed formally in a suit, exhibits a series of expressive gestures and facial cues that suggest a mix of intensity and engagement. Their hand movements are animated, indicating active communication or emphasis on a point, while their facial expression shows raised eyebrows and a slightly open mouth, which could indicate surprise, concern, or passionate discussion. The overall body posture is upright and engaged, reinforcing the sense of involvement in the conversation. The other individual, partially visible, seems attentive but less expressive, suggesting a more reserved or listening role. The combination of the formal attire, the nighttime setting, and the dynamic gestures suggests a scenario involving important dialogue or negotiation, with the primary individual likely experiencing a blend of urgency and determination.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0000.avi,"The scene depicts a person partially obscured by a grid-like structure, suggesting confinement or separation. The dim lighting and enclosed space contribute to a somber or tense atmosphere. The individual's facial expression shows wide eyes with a slightly furrowed brow, indicating alertness or concern. Their mouth is neutral but closed tightly, hinting at apprehension or concentration. There is minimal head movement, reinforcing a sense of stillness and focus. The overall body posture appears upright yet restrained, further emphasizing a state of cautious observation or anticipation. This combination of visual cues suggests a mix of fear and curiosity, with the person likely experiencing a heightened emotional state due to the restrictive environment and their attentive demeanor.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000746734___Angry_0001.avi,"The scene depicts a person partially obscured by a grid-like structure, suggesting confinement or separation. The dim lighting and muted colors contribute to a somber and introspective atmosphere. The individual's facial expression shows wide eyes with a slightly furrowed brow, indicating curiosity or concern. Their gaze is direct but cautious, hinting at a mix of intrigue and apprehension. There is minimal body movement, reinforcing a sense of stillness and contemplation. The overall emotional state appears to be a blend of curiosity and mild anxiety, as the person seems focused yet uneasy within their environment. This combination suggests a complex emotional landscape where interest coexists with subtle tension.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000800760___Angry_0000.avi,"The scene is set in a dimly lit room, which creates an intimate yet somber atmosphere, potentially influencing the emotional tone. The individual, with short blonde hair and wearing a dark top, exhibits subtle but noticeable changes in their facial expressions. Their eyes appear slightly narrowed, and their eyebrows are raised, suggesting a mix of curiosity or mild concern. The mouth is slightly open, indicating they might be speaking or reacting to something, with a neutral to slightly tense expression. There is minimal body movement, and the head shifts slightly from side to side, hinting at attentiveness or contemplation. Overall, the emotional state seems to lean toward a blend of curiosity and cautiousness, possibly reflecting a moment of reflection or engagement in a serious conversation. The subdued lighting and lack of vibrant colors further emphasize the subdued nature of the emotional display.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
000846120___Angry_0000.avi,"The scene depicts two individuals engaged in a close interaction within a dimly lit indoor setting, which contributes to a somber or intimate atmosphere. The woman, facing the camera, exhibits a complex emotional state. Her facial expression shows a mix of sadness and vulnerability, indicated by her slightly furrowed brows, downcast eyes, and a subtle quiver of her lips. Her body posture is slightly leaned forward, suggesting engagement but also a sense of emotional weight. The man, turned away from the camera, has his arm extended toward the woman, indicating a gesture of comfort or reassurance. His posture appears calm yet attentive, reflecting empathy or concern. The overall interaction suggests a moment of emotional support or shared distress, with both individuals displaying a blend of compassion and sorrow. The subdued lighting enhances the emotional gravity of the scene, reinforcing the sense of intimacy and emotional connection between them.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
